,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage charge,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Offshore,Wind Onshore,co2_other,co2_fossilcoal,co2_fossilgas,co2_fossiloil,co2_total,emission_factor
2022-08-03 02:00:00+02:00,552.0,619.0,12282.0,2171.0,319.0,620.0,0.0,1981.0,202.0,1662.0,0.0,25.0,8.0,1469.0,1445.94,538.53,4523.460599999999,175.0991,6683.0297,0.3050218941122775
2022-08-03 03:00:00+02:00,554.0,618.0,11477.0,2169.0,337.0,620.0,0.0,1971.0,202.0,1645.0,0.0,25.0,3.0,1614.0,1431.15,537.66,4226.9791,184.9793,6380.7684,0.300483560160113
2022-08-03 04:00:00+02:00,553.0,619.0,11309.0,2172.0,338.0,618.0,0.0,1953.0,199.0,1669.0,0.0,26.0,3.0,1697.0,1452.03,538.53,4165.1047,185.52819999999997,6341.192899999999,0.2997349640763849
2022-08-03 05:00:00+02:00,546.0,630.0,12169.0,2175.0,337.0,618.0,0.0,1903.0,199.0,1751.0,0.0,25.0,2.0,1696.0,1523.37,548.1,4481.842699999999,184.9793,6738.291999999999,0.3055776155276404
2022-08-03 06:00:00+02:00,536.0,632.0,13928.0,2176.0,356.0,617.0,0.0,1970.0,218.0,1846.0,165.0,25.0,4.0,1567.0,1606.02,549.84,5129.6824,195.40839999999997,7480.9508000000005,0.3111876372712147
2022-08-03 07:00:00+02:00,551.0,628.0,15795.0,2191.0,353.0,616.0,166.0,2649.0,549.0,1911.0,1645.0,27.0,6.0,1343.0,1662.57,546.36,5817.298499999999,193.7617,8219.990199999998,0.289130854730918
2022-08-03 08:00:00+02:00,541.0,628.0,16008.0,2186.0,326.0,615.0,861.0,3238.0,813.0,1948.0,4665.0,24.0,5.0,1264.0,1694.76,546.36,5895.746399999999,178.9414,8315.807799999999,0.25106599239176375
2022-08-03 09:00:00+02:00,530.0,631.0,16148.0,2176.0,353.0,606.0,378.0,2824.0,544.0,1875.0,7201.0,24.0,5.0,1179.0,1631.25,548.97,5947.308399999999,193.7617,8321.290099999998,0.24137872309566624
2022-08-03 10:00:00+02:00,530.0,682.0,15653.0,2175.0,347.0,602.0,272.0,2382.0,279.0,1877.0,8839.0,21.0,3.0,973.0,1632.99,593.34,5764.9999,190.46829999999997,8181.798199999999,0.23622919590010102
2022-08-03 11:00:00+02:00,536.0,697.0,15871.0,2058.0,362.0,605.0,280.0,2254.0,264.0,1809.0,9601.0,21.0,2.0,756.0,1573.83,606.39,5845.2892999999995,198.7018,8224.2111,0.23420125014238524
2022-08-03 12:00:00+02:00,545.0,699.0,15666.0,2172.0,308.0,607.0,182.0,2257.0,641.0,1762.0,9518.0,22.0,1.0,839.0,1532.94,608.13,5769.787799999999,169.06119999999999,8079.919,0.22941931911752178
2022-08-03 13:00:00+02:00,529.0,705.0,15573.0,2216.0,318.0,605.0,188.0,2142.0,280.0,1712.0,10174.0,23.0,2.0,1111.0,1489.44,613.35,5735.535899999999,174.5502,8012.876099999999,0.22521997020630724
2022-08-03 14:00:00+02:00,536.0,707.0,16068.0,2220.0,322.0,601.0,179.0,2224.0,374.0,1812.0,9730.0,22.0,6.0,1294.0,1576.44,615.09,5917.844399999999,176.74579999999997,8286.1202,0.22956421110957195
2022-08-03 15:00:00+02:00,539.0,723.0,16680.0,2231.0,330.0,601.0,220.0,2260.0,407.0,1819.0,9050.0,22.0,10.0,1508.0,1582.53,629.01,6143.244,181.13699999999997,8535.921,0.23450332417582417
2022-08-03 16:00:00+02:00,535.0,726.0,17463.0,2223.0,317.0,598.0,224.0,2335.0,395.0,1867.0,7742.0,21.0,11.0,1600.0,1624.29,631.62,6431.622899999999,174.0013,8861.534199999998,0.24576460049366275
2022-08-03 17:00:00+02:00,536.0,744.0,17803.0,2238.0,365.0,614.0,720.0,3045.0,837.0,1867.0,5699.0,22.0,5.0,1501.0,1624.29,647.28,6556.844899999999,200.34849999999997,9028.7634,0.25082685298366486
2022-08-03 18:00:00+02:00,501.0,755.0,17879.0,2195.0,369.0,612.0,2076.0,3611.0,1128.0,1938.0,2983.0,23.0,2.0,1137.0,1686.06,656.85,6584.8357,202.5441,9130.289799999999,0.2593169303303132
2022-08-03 19:00:00+02:00,505.0,756.0,17981.0,2181.0,348.0,612.0,3906.0,4353.0,1311.0,2025.0,612.0,24.0,2.0,655.0,1761.75,657.72,6622.4023,191.01719999999997,9232.8895,0.26176999518017635
2022-08-03 20:00:00+02:00,540.0,758.0,17669.0,2201.0,335.0,612.0,3766.0,4304.0,1334.0,2044.0,13.0,24.0,3.0,390.0,1778.28,659.46,6507.492699999999,183.8815,9129.114199999998,0.26855865031035797
2022-08-03 21:00:00+02:00,547.0,764.0,18081.0,2230.0,378.0,615.0,2470.0,3879.0,1337.0,2170.0,0.0,25.0,2.0,347.0,1887.9,664.68,6659.2323,207.4842,9419.2965,0.2867802253006546
2022-08-03 22:00:00+02:00,548.0,786.0,17951.0,2229.0,370.0,615.0,2075.0,3262.0,1137.0,2127.0,0.0,26.0,5.0,370.0,1850.49,683.82,6611.353299999999,203.093,9348.7563,0.29677649280975205
2022-08-03 23:00:00+02:00,545.0,785.0,17666.0,2222.0,369.0,615.0,1481.0,3010.0,866.0,1969.0,0.0,25.0,2.0,295.0,1713.03,682.95,6506.3877999999995,202.5441,9104.9119,0.30502217420435507
2022-08-04 00:00:00+02:00,546.0,783.0,16251.0,2253.0,265.0,616.0,44.0,2374.0,268.0,1808.0,0.0,26.0,1.0,227.0,1572.96,681.21,5985.243299999999,145.4585,8384.8718,0.3293092372947923
2022-08-04 01:00:00+02:00,545.0,786.0,15400.0,2224.0,255.0,617.0,13.0,2082.0,199.0,1724.0,0.0,26.0,1.0,239.0,1499.8799999999999,683.82,5671.82,139.96949999999998,7995.4895,0.33161169175894817
2022-08-04 02:00:00+02:00,549.0,786.0,15538.0,2113.0,256.0,617.0,32.0,2214.0,229.0,1696.0,0.0,26.0,2.0,235.0,1475.52,683.82,5722.645399999999,140.51839999999999,8022.5037999999995,0.33023931996871525
2022-08-04 03:00:00+02:00,551.0,787.0,15442.0,2222.0,255.0,618.0,0.0,2472.0,241.0,1617.0,0.0,25.0,2.0,228.0,1406.79,684.6899999999999,5687.288599999999,139.96949999999998,7918.7381,0.32374235895339326
2022-08-04 04:00:00+02:00,541.0,785.0,15466.0,2270.0,283.0,618.0,0.0,2212.0,237.0,1613.0,0.0,25.0,3.0,232.0,1403.31,682.95,5696.127799999999,155.3387,7937.7265,0.32685717521103563
2022-08-04 05:00:00+02:00,546.0,788.0,15622.0,2278.0,285.0,617.0,0.0,1994.0,208.0,1689.0,0.0,26.0,3.0,226.0,1469.43,685.56,5753.5826,156.4365,8065.009099999999,0.3321394077917799
2022-08-04 06:00:00+02:00,543.0,787.0,15570.0,2264.0,279.0,618.0,0.0,2185.0,212.0,1837.0,159.0,27.0,2.0,225.0,1598.19,684.6899999999999,5734.431,153.14309999999998,8170.4541,0.33068051238465274
2022-08-04 07:00:00+02:00,540.0,786.0,16471.0,2240.0,305.0,619.0,354.0,2589.0,422.0,1987.0,1599.0,28.0,2.0,205.0,1728.69,683.82,6066.269299999999,167.41449999999998,8646.1938,0.30717994102391016
2022-08-04 08:00:00+02:00,526.0,784.0,16793.0,2215.0,293.0,619.0,572.0,3358.0,893.0,2113.0,4371.0,29.0,2.0,171.0,1838.31,682.08,6184.861899999999,160.8277,8866.0796,0.27081094718836857
2022-08-04 09:00:00+02:00,529.0,783.0,17283.0,2224.0,275.0,616.0,568.0,3136.0,740.0,2041.0,6927.0,30.0,1.0,161.0,1775.67,681.21,6365.3288999999995,150.9475,8973.1564,0.25409629042306164
2022-08-04 10:00:00+02:00,532.0,781.0,17199.0,2255.0,275.0,605.0,238.0,2769.0,685.0,1963.0,8684.0,32.0,0.0,138.0,1707.81,679.47,6334.391699999999,150.9475,8872.6192,0.24539825201902862
2022-08-04 11:00:00+02:00,521.0,783.0,17400.0,2254.0,285.0,607.0,164.0,2659.0,642.0,1931.0,9740.0,33.0,0.0,182.0,1679.97,681.21,6408.419999999999,156.4365,8926.036499999998,0.23994076772129777
2022-08-04 12:00:00+02:00,501.0,784.0,17184.0,2261.0,283.0,594.0,91.0,2541.0,649.0,1829.0,10241.0,35.0,0.0,274.0,1591.23,682.08,6328.8672,155.3387,8757.5159,0.2349938524700137
2022-08-04 13:00:00+02:00,498.0,784.0,16862.0,2292.0,285.0,590.0,90.0,2540.0,701.0,1822.0,10326.0,34.0,0.0,457.0,1585.14,682.08,6210.2746,156.4365,8633.9311,0.2315906520747834
2022-08-04 14:00:00+02:00,496.0,783.0,17260.0,2287.0,296.0,603.0,91.0,2583.0,800.0,1834.0,9940.0,32.0,0.0,713.0,1595.58,681.21,6356.857999999999,162.47439999999997,8796.122399999998,0.2332075507715149
2022-08-04 15:00:00+02:00,493.0,782.0,17179.0,2256.0,294.0,607.0,422.0,2842.0,795.0,1840.0,9051.0,32.0,0.0,994.0,1600.8,680.34,6327.025699999999,161.3766,8769.5423,0.23331317476787186
2022-08-04 16:00:00+02:00,502.0,782.0,17728.0,2274.0,311.0,608.0,646.0,3065.0,1000.0,1872.0,7560.0,35.0,0.0,1107.0,1628.64,680.34,6529.2224,170.7079,9008.9103,0.24030168845025338
2022-08-04 17:00:00+02:00,520.0,783.0,17559.0,2300.0,368.0,608.0,1526.0,3468.0,1214.0,2075.0,5687.0,34.0,1.0,1200.0,1805.25,681.21,6466.979699999999,201.99519999999998,9155.434899999998,0.24517138151728565
2022-08-04 18:00:00+02:00,521.0,784.0,17697.0,2310.0,397.0,608.0,2771.0,3983.0,1232.0,2149.0,2970.0,36.0,0.0,738.0,1869.6299999999999,682.08,6517.8051,217.91329999999996,9287.4284,0.2565871477511327
2022-08-04 19:00:00+02:00,522.0,783.0,17794.0,2300.0,399.0,605.0,3804.0,4555.0,1353.0,2208.0,712.0,34.0,0.0,380.0,1920.96,681.21,6553.530199999999,219.01109999999997,9374.711299999999,0.26445629777990914
2022-08-04 20:00:00+02:00,508.0,787.0,17989.0,2292.0,400.0,597.0,3971.0,4402.0,1310.0,2139.0,16.0,36.0,0.0,224.0,1860.93,684.6899999999999,6625.3487,219.55999999999997,9390.528699999999,0.27084677972945687
2022-08-04 21:00:00+02:00,506.0,789.0,17936.0,2292.0,402.0,598.0,3668.0,3863.0,1288.0,2205.0,0.0,36.0,0.0,108.0,1918.35,686.43,6605.828799999999,220.65779999999998,9431.266599999999,0.2799343029295657
2022-08-04 22:00:00+02:00,508.0,787.0,17700.0,2262.0,401.0,599.0,2067.0,3349.0,1136.0,2140.0,0.0,36.0,0.0,87.0,1861.8,684.6899999999999,6518.909999999999,220.10889999999998,9285.508899999997,0.2988384687178166
2022-08-04 23:00:00+02:00,509.0,786.0,18047.0,2299.0,388.0,611.0,593.0,2944.0,737.0,1996.0,0.0,38.0,0.0,106.0,1736.52,683.82,6646.710099999999,212.9732,9280.0233,0.31940604736008815
2022-08-05 00:00:00+02:00,517.0,787.0,15985.0,1953.0,411.0,614.0,0.0,2250.0,382.0,1851.0,0.0,37.0,0.0,87.0,1610.37,684.6899999999999,5887.2755,225.59789999999998,8407.9334,0.33802096164669937
2022-08-05 01:00:00+02:00,517.0,787.0,14928.0,1920.0,417.0,614.0,0.0,2049.0,188.0,1770.0,0.0,38.0,0.0,83.0,1539.9,684.6899999999999,5497.982399999999,228.89129999999997,7951.463699999999,0.3411035004933293
2022-08-05 02:00:00+02:00,515.0,787.0,13969.0,1916.0,419.0,613.0,0.0,1949.0,188.0,1710.0,0.0,38.0,0.0,91.0,1487.7,684.6899999999999,5144.7827,229.98909999999998,7547.161799999999,0.34003882856499207
2022-08-05 03:00:00+02:00,521.0,786.0,14721.0,1919.0,418.0,612.0,0.0,1930.0,227.0,1707.0,0.0,39.0,0.0,92.0,1485.09,683.82,5421.744299999999,229.44019999999998,7820.094499999999,0.34041853125544136
2022-08-05 04:00:00+02:00,523.0,786.0,14303.0,1931.0,418.0,611.0,0.0,1965.0,223.0,1689.0,0.0,38.0,0.0,107.0,1469.43,683.82,5267.7949,229.44019999999998,7650.4851,0.3386069354695937
2022-08-05 05:00:00+02:00,519.0,787.0,14538.0,1932.0,418.0,613.0,0.0,1984.0,226.0,1791.0,0.0,36.0,0.0,106.0,1558.17,684.6899999999999,5354.345399999999,229.44019999999998,7826.645599999999,0.3410303093681917
2022-08-05 06:00:00+02:00,512.0,786.0,14985.0,1919.0,417.0,614.0,6.0,1991.0,218.0,1884.0,154.0,39.0,0.0,102.0,1639.08,683.82,5518.9755,228.89129999999997,8070.7668,0.3415908409870064
2022-08-05 07:00:00+02:00,519.0,784.0,17133.0,1924.0,415.0,614.0,128.0,2468.0,392.0,1988.0,1620.0,38.0,0.0,75.0,1729.56,682.08,6310.0839,227.79349999999997,8949.517399999999,0.3185108335112819
2022-08-05 08:00:00+02:00,526.0,783.0,17371.0,1921.0,413.0,609.0,301.0,3081.0,607.0,2010.0,4626.0,37.0,0.0,61.0,1748.7,681.21,6397.739299999999,226.6957,9054.345,0.27992162864032644
2022-08-05 09:00:00+02:00,537.0,781.0,17698.0,1928.0,416.0,608.0,301.0,3019.0,593.0,2075.0,7124.0,38.0,0.0,56.0,1805.25,679.47,6518.1734,228.34239999999997,9231.2358,0.2624448683686814
2022-08-05 10:00:00+02:00,534.0,781.0,17315.0,1914.0,416.0,605.0,125.0,2621.0,638.0,2050.0,8720.0,36.0,0.0,87.0,1783.5,679.47,6377.1145,228.34239999999997,9068.4269,0.25301118520171867
2022-08-05 11:00:00+02:00,524.0,782.0,16889.0,1924.0,407.0,599.0,35.0,2509.0,600.0,1990.0,9713.0,37.0,1.0,124.0,1731.3,680.34,6220.218699999999,223.40229999999997,8855.260999999999,0.2450672773565063
2022-08-05 12:00:00+02:00,517.0,781.0,16930.0,1936.0,397.0,605.0,0.0,2264.0,421.0,1965.0,10253.0,36.0,2.0,281.0,1709.55,679.47,6235.3189999999995,217.91329999999996,8842.2523,0.24299912883368144
2022-08-05 13:00:00+02:00,518.0,783.0,16138.0,1950.0,396.0,606.0,0.0,2212.0,302.0,1934.0,10199.0,38.0,2.0,487.0,1682.58,681.21,5943.625399999999,217.3644,8524.779799999998,0.23969576268803594
2022-08-05 14:00:00+02:00,527.0,780.0,16128.0,1940.0,398.0,605.0,0.0,2189.0,307.0,1965.0,9629.0,36.0,3.0,764.0,1709.55,678.6,5939.942399999999,218.46219999999997,8546.5546,0.2423110940999688
2022-08-05 15:00:00+02:00,518.0,782.0,16988.0,1924.0,398.0,606.0,271.0,2400.0,429.0,1952.0,8723.0,34.0,2.0,1206.0,1698.24,680.34,6256.680399999999,218.46219999999997,8853.7226,0.2443552176192973
2022-08-05 16:00:00+02:00,512.0,747.0,16968.0,1938.0,401.0,607.0,330.0,2666.0,622.0,2003.0,7072.0,34.0,3.0,1823.0,1742.61,649.89,6249.314399999999,220.10889999999998,8861.923299999999,0.24805249118289197
2022-08-05 17:00:00+02:00,538.0,728.0,16827.0,1953.0,397.0,608.0,1323.0,3118.0,949.0,2107.0,5086.0,34.0,2.0,2100.0,1833.09,633.36,6197.384099999999,217.91329999999996,8881.7474,0.24830157674028516
2022-08-05 18:00:00+02:00,536.0,777.0,17155.0,1958.0,386.0,612.0,2284.0,3609.0,992.0,2194.0,2599.0,34.0,1.0,1653.0,1908.78,675.99,6318.186499999999,211.87539999999998,9114.8319,0.2619957430296062
2022-08-05 19:00:00+02:00,546.0,785.0,17280.0,1964.0,400.0,612.0,3281.0,4254.0,1153.0,2205.0,628.0,35.0,0.0,713.0,1918.35,682.95,6364.223999999999,219.55999999999997,9185.083999999999,0.27129855860113417
2022-08-05 20:00:00+02:00,559.0,790.0,17504.0,1977.0,409.0,613.0,2881.0,4086.0,1312.0,2205.0,13.0,36.0,0.0,492.0,1918.35,687.3,6446.723199999999,224.50009999999997,9276.873299999997,0.2821690938954283
2022-08-05 21:00:00+02:00,562.0,787.0,17625.0,1973.0,425.0,613.0,2222.0,3690.0,1249.0,2177.0,0.0,38.0,0.0,354.0,1893.99,684.6899999999999,6491.287499999999,233.28249999999997,9303.249999999998,0.2933391139839192
2022-08-05 22:00:00+02:00,566.0,786.0,17694.0,1986.0,431.0,616.0,437.0,3258.0,940.0,2166.0,0.0,38.0,0.0,351.0,1884.42,683.82,6516.700199999999,236.57589999999996,9321.516099999999,0.31847743687860874
2022-08-05 23:00:00+02:00,569.0,785.0,16455.0,1976.0,417.0,619.0,180.0,2887.0,631.0,2089.0,0.0,39.0,0.0,413.0,1817.43,682.95,6060.376499999999,228.89129999999997,8789.647799999999,0.324820687361419
2022-08-06 00:00:00+02:00,566.0,786.0,14582.0,2006.0,273.0,621.0,0.0,3121.0,837.0,1811.0,0.0,39.0,0.0,472.0,1575.57,683.82,5370.5506,149.84969999999998,7779.7903,0.3097790196703034
2022-08-06 01:00:00+02:00,569.0,788.0,13440.0,2003.0,183.0,618.0,0.0,2868.0,398.0,1656.0,0.0,39.0,0.0,437.0,1440.72,685.56,4949.951999999999,100.44869999999999,7176.680699999999,0.3120431627462063
2022-08-06 02:00:00+02:00,574.0,787.0,12246.0,2012.0,87.0,616.0,0.0,2695.0,258.0,1608.0,0.0,39.0,0.0,458.0,1398.96,684.6899999999999,4510.2018,47.75429999999999,6641.6061,0.31064574836295605
2022-08-06 03:00:00+02:00,573.0,788.0,11833.0,2007.0,84.0,616.0,0.0,2330.0,244.0,1581.0,0.0,39.0,0.0,474.0,1375.47,685.56,4358.0939,46.1076,6465.2315,0.31431919393261704
2022-08-06 04:00:00+02:00,558.0,788.0,11708.0,2002.0,87.0,617.0,0.0,2265.0,234.0,1625.0,0.0,37.0,0.0,448.0,1413.75,685.56,4312.0563999999995,47.75429999999999,6459.120699999999,0.31710543963866655
2022-08-06 05:00:00+02:00,557.0,788.0,11578.0,2000.0,87.0,618.0,0.0,2291.0,234.0,1688.0,0.0,39.0,0.0,520.0,1468.56,685.56,4264.1774,47.75429999999999,6466.051699999999,0.3169633186274509
2022-08-06 06:00:00+02:00,557.0,789.0,11635.0,2000.0,87.0,618.0,0.0,2349.0,278.0,1715.0,159.0,38.0,0.0,509.0,1492.05,686.43,4285.170499999999,47.75429999999999,6511.404799999999,0.31404479598726726
2022-08-06 07:00:00+02:00,551.0,788.0,11534.0,2001.0,87.0,615.0,0.0,2447.0,312.0,1664.0,1648.0,39.0,0.0,466.0,1447.68,685.56,4247.972199999999,47.75429999999999,6428.966499999999,0.2902205895630191
2022-08-06 08:00:00+02:00,551.0,786.0,11128.0,1982.0,87.0,612.0,150.0,2701.0,365.0,1705.0,4570.0,37.0,0.0,313.0,1483.35,683.82,4098.4424,47.75429999999999,6313.3667,0.25266605434826106
2022-08-06 09:00:00+02:00,550.0,785.0,10693.0,1877.0,87.0,609.0,151.0,2677.0,301.0,1695.0,7076.0,38.0,0.0,294.0,1474.65,682.95,3938.2318999999998,47.75429999999999,6143.5862,0.2289563671598405
2022-08-06 10:00:00+02:00,543.0,786.0,10033.0,1983.0,87.0,607.0,55.0,2490.0,271.0,1562.0,9071.0,36.0,0.0,394.0,1358.94,683.82,3695.1539,47.75429999999999,5785.668199999999,0.207237918188982
2022-08-06 11:00:00+02:00,536.0,782.0,10248.0,1997.0,87.0,608.0,56.0,2353.0,260.0,1516.0,10290.0,35.0,0.0,574.0,1318.92,680.34,3774.3383999999996,47.75429999999999,5821.3526999999995,0.1983965885079408
2022-08-06 12:00:00+02:00,540.0,784.0,10164.0,2007.0,87.0,609.0,0.0,2211.0,259.0,1472.0,10899.0,36.0,2.0,849.0,1280.64,682.08,3743.4012,47.75429999999999,5753.875499999999,0.1923151007720846
2022-08-06 13:00:00+02:00,539.0,785.0,10438.0,2003.0,90.0,609.0,0.0,2186.0,255.0,1448.0,10839.0,38.0,4.0,1174.0,1259.76,682.95,3844.3153999999995,49.400999999999996,5836.426399999999,0.19193720073664822
2022-08-06 14:00:00+02:00,535.0,778.0,10622.0,2004.0,110.0,610.0,0.0,2209.0,255.0,1460.0,10288.0,38.0,2.0,1584.0,1270.2,676.86,3912.0825999999997,60.37899999999999,5919.521599999999,0.19411449745859974
2022-08-06 15:00:00+02:00,539.0,781.0,11583.0,1994.0,146.0,609.0,0.0,2307.0,366.0,1479.0,9264.0,37.0,1.0,1891.0,1286.73,679.47,4266.018899999999,80.1394,6312.358299999999,0.20364416879052807
2022-08-06 16:00:00+02:00,535.0,786.0,12399.0,2000.0,87.0,609.0,23.0,2225.0,309.0,1490.0,7679.0,37.0,1.0,2058.0,1296.3,683.82,4566.551699999999,47.75429999999999,6594.425999999999,0.21808406640650832
2022-08-06 17:00:00+02:00,537.0,787.0,13372.0,1993.0,87.0,609.0,332.0,2494.0,387.0,1674.0,5232.0,37.0,2.0,2021.0,1456.3799999999999,684.6899999999999,4924.9076,47.75429999999999,7113.731899999999,0.24062142808821535
2022-08-06 18:00:00+02:00,519.0,784.0,14156.0,2008.0,100.0,610.0,635.0,3229.0,787.0,1768.0,2806.0,37.0,1.0,1937.0,1538.16,682.08,5213.654799999999,54.88999999999999,7488.7848,0.2549199986383906
2022-08-06 19:00:00+02:00,506.0,786.0,14209.0,1992.0,100.0,611.0,2273.0,3581.0,824.0,1806.0,763.0,36.0,0.0,1466.0,1571.22,683.82,5233.1747,54.88999999999999,7543.1047,0.26052929575518946
2022-08-06 20:00:00+02:00,509.0,790.0,13782.0,1993.0,100.0,613.0,2655.0,3846.0,875.0,1805.0,34.0,38.0,0.0,1082.0,1570.35,687.3,5075.910599999999,54.88999999999999,7388.450599999999,0.26272849015006045
2022-08-06 21:00:00+02:00,509.0,789.0,13993.0,1994.0,101.0,613.0,2317.0,3655.0,798.0,1810.0,0.0,39.0,1.0,1094.0,1574.7,686.43,5153.621899999999,55.4389,7470.190799999999,0.2695554721610796
2022-08-06 22:00:00+02:00,520.0,790.0,13950.0,1990.0,104.0,613.0,313.0,3448.0,682.0,1823.0,0.0,40.0,1.0,1178.0,1586.01,687.3,5137.785,57.08559999999999,7468.1806,0.29342215150086437
2022-08-06 23:00:00+02:00,542.0,788.0,13394.0,1984.0,155.0,612.0,110.0,2944.0,277.0,1780.0,0.0,40.0,2.0,1297.0,1548.6,685.56,4933.0102,85.0795,7252.249699999999,0.3031243343782654
2022-08-07 00:00:00+02:00,549.0,788.0,10723.0,1996.0,169.0,612.0,567.0,3044.0,371.0,1589.0,0.0,41.0,6.0,1382.0,1382.43,685.56,3949.2808999999997,92.76409999999998,6110.035,0.27980194165865274
2022-08-07 01:00:00+02:00,547.0,788.0,10056.0,1962.0,168.0,612.0,217.0,2887.0,287.0,1530.0,0.0,40.0,2.0,1484.0,1331.1,685.56,3703.6247999999996,92.2152,5812.499999999999,0.28243440233236144
2022-08-07 02:00:00+02:00,549.0,787.0,9189.0,1989.0,168.0,612.0,0.0,2646.0,281.0,1471.0,0.0,40.0,2.0,1600.0,1279.77,684.6899999999999,3384.3086999999996,92.2152,5440.983899999999,0.2814204975690493
2022-08-07 03:00:00+02:00,547.0,788.0,8587.0,1994.0,168.0,613.0,0.0,2685.0,277.0,1386.0,0.0,40.0,3.0,1743.0,1205.82,685.56,3162.5921,92.2152,5146.1873,0.27328274122457646
2022-08-07 04:00:00+02:00,559.0,788.0,8171.0,1993.0,168.0,613.0,0.0,2526.0,271.0,1442.0,0.0,40.0,5.0,1853.0,1254.54,685.56,3009.3792999999996,92.2152,5041.694499999999,0.27357395952032115
2022-08-07 05:00:00+02:00,559.0,789.0,8026.0,1986.0,158.0,613.0,0.0,2531.0,282.0,1460.0,0.0,40.0,2.0,1724.0,1270.2,686.43,2955.9757999999997,86.72619999999999,4999.331999999999,0.27514210236653824
2022-08-07 06:00:00+02:00,566.0,789.0,7801.0,1987.0,168.0,613.0,0.0,2521.0,287.0,1487.0,142.0,39.0,5.0,1736.0,1293.69,686.43,2873.1083,92.2152,4945.443499999999,0.27261140510445947
2022-08-07 07:00:00+02:00,551.0,788.0,7709.0,1984.0,158.0,613.0,0.0,2474.0,355.0,1528.0,1488.0,38.0,4.0,1661.0,1329.36,685.56,2839.2246999999998,86.72619999999999,4940.8709,0.2553289700790657
2022-08-07 08:00:00+02:00,536.0,785.0,7866.0,1837.0,168.0,610.0,145.0,2922.0,575.0,1474.0,4111.0,40.0,3.0,1929.0,1282.3799999999999,682.95,2897.0478,92.2152,4954.593,0.21540772140341724
2022-08-07 09:00:00+02:00,532.0,785.0,7076.0,1838.0,168.0,610.0,144.0,2500.0,375.0,1369.0,7032.0,39.0,2.0,2208.0,1191.03,682.95,2606.0908,92.2152,4572.285999999999,0.1852778182997001
2022-08-07 10:00:00+02:00,501.0,785.0,6649.0,1832.0,168.0,609.0,50.0,2428.0,364.0,1309.0,8779.0,39.0,4.0,2122.0,1138.83,682.95,2448.8266999999996,92.2152,4362.821899999999,0.17016349701626424
2022-08-07 11:00:00+02:00,511.0,782.0,6243.0,1816.0,168.0,607.0,49.0,2417.0,351.0,1292.0,9021.0,39.0,1.0,2082.0,1124.04,680.34,2299.2969,92.2152,4195.8921,0.16532929193427637
2022-08-07 12:00:00+02:00,536.0,786.0,5871.0,1829.0,168.0,606.0,0.0,2381.0,307.0,1286.0,10130.0,40.0,1.0,2275.0,1118.82,683.82,2162.2893,92.2152,4057.1445,0.15475833460482147
2022-08-07 13:00:00+02:00,541.0,787.0,5786.0,1826.0,167.0,607.0,0.0,2351.0,293.0,1291.0,10343.0,39.0,2.0,2668.0,1123.17,684.6899999999999,2130.9838,91.66629999999999,4030.5101,0.15094978090708214
2022-08-07 14:00:00+02:00,538.0,783.0,6040.0,1837.0,184.0,608.0,0.0,2357.0,299.0,1340.0,9835.0,39.0,2.0,3347.0,1165.8,681.21,2224.5319999999997,100.99759999999999,4172.539599999999,0.1533514498879047
2022-08-07 15:00:00+02:00,539.0,782.0,6400.0,1842.0,212.0,607.0,0.0,2302.0,274.0,1441.0,8902.0,38.0,0.0,3781.0,1253.67,680.34,2357.12,116.36679999999998,4407.4968,0.1625183185840708
2022-08-07 16:00:00+02:00,538.0,780.0,7681.0,1846.0,207.0,612.0,0.0,2173.0,318.0,1501.0,6811.0,38.0,16.0,3747.0,1305.87,678.6,2828.9122999999995,113.62229999999998,4927.004599999999,0.1875667961017207
2022-08-07 17:00:00+02:00,540.0,781.0,9155.0,1849.0,196.0,608.0,0.0,2263.0,390.0,1577.0,4749.0,39.0,17.0,3064.0,1371.99,679.47,3371.7864999999997,107.58439999999999,5530.830899999999,0.21923382352941173
2022-08-07 18:00:00+02:00,532.0,781.0,10515.0,1844.0,208.0,609.0,590.0,2765.0,480.0,1610.0,2503.0,39.0,19.0,2560.0,1400.7,679.47,3872.6744999999996,114.17119999999998,6067.015699999999,0.24214790261424862
2022-08-07 19:00:00+02:00,532.0,781.0,11009.0,1847.0,208.0,608.0,842.0,3681.0,770.0,1669.0,671.0,39.0,12.0,2655.0,1452.03,679.47,4054.6146999999996,114.17119999999998,6300.2859,0.24878715447796557
2022-08-07 20:00:00+02:00,537.0,784.0,11433.0,1854.0,208.0,609.0,904.0,3848.0,884.0,1758.0,18.0,38.0,10.0,2679.0,1529.46,682.08,4210.773899999999,114.17119999999998,6536.485099999999,0.25569101470818334
2022-08-07 21:00:00+02:00,533.0,789.0,11738.0,1848.0,208.0,609.0,1084.0,3667.0,873.0,1756.0,0.0,38.0,23.0,2409.0,1527.72,686.43,4323.1053999999995,114.17119999999998,6651.4266,0.26007533137829913
2022-08-07 22:00:00+02:00,529.0,789.0,11593.0,1836.0,208.0,608.0,650.0,3372.0,677.0,1738.0,0.0,39.0,17.0,1897.0,1512.06,686.43,4269.701899999999,114.17119999999998,6582.363099999999,0.2748032856009685
