,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage charge,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Offshore,Wind Onshore,co2_other,co2_fossilcoal,co2_fossilgas,co2_fossiloil,co2_total,emission_factor
2022-01-01 00:00:00+01:00,543.0,505.0,6526.0,1565.0,177.0,639.0,46.0,2328.0,301.0,1366.0,0.0,32.0,0.0,1449.0,1188.42,439.35,2403.5258,97.1553,4128.4511,0.2667475027460102
2022-01-01 01:00:00+01:00,541.0,517.0,6037.0,1465.0,199.0,639.0,1.0,2052.0,242.0,1354.0,0.0,33.0,0.0,1580.0,1177.98,449.79,2223.4271,109.23109999999998,3960.4282,0.2701519918144611
2022-01-01 02:00:00+01:00,547.0,532.0,5366.0,1372.0,265.0,640.0,0.0,1888.0,200.0,1379.0,0.0,32.0,0.0,1672.0,1199.73,462.84,1976.2977999999998,145.4585,3784.3263,0.27239086590369255
2022-01-01 03:00:00+01:00,540.0,545.0,5018.0,1291.0,287.0,639.0,0.0,1768.0,155.0,1324.0,0.0,32.0,0.0,1740.0,1151.8799999999999,474.15,1848.1293999999998,157.53429999999997,3631.6936999999994,0.2722613164405127
2022-01-01 04:00:00+01:00,534.0,553.0,4478.0,1284.0,184.0,648.0,0.0,1779.0,158.0,1313.0,0.0,31.0,0.0,1848.0,1142.31,481.11,1649.2473999999997,100.99759999999999,3373.665,0.26336182669789227
2022-01-01 05:00:00+01:00,526.0,555.0,4433.0,1296.0,167.0,648.0,0.0,1757.0,160.0,1389.0,0.0,34.0,0.0,1641.0,1208.43,482.85,1632.6738999999998,91.66629999999999,3415.6202,0.27095194351895924
2022-01-01 06:00:00+01:00,521.0,553.0,4635.0,1306.0,167.0,649.0,0.0,1855.0,159.0,1344.0,0.0,33.0,0.0,1288.0,1169.28,481.11,1707.0704999999998,91.66629999999999,3449.1267999999995,0.27570957633892884
2022-01-01 07:00:00+01:00,520.0,553.0,4602.0,1304.0,177.0,648.0,0.0,2130.0,206.0,1287.0,38.0,32.0,0.0,1279.0,1119.69,481.11,1694.9165999999998,97.1553,3392.8718999999996,0.2655660535378835
2022-01-01 08:00:00+01:00,522.0,555.0,4064.0,1295.0,25.0,648.0,0.0,2282.0,239.0,1322.0,825.0,32.0,0.0,1310.0,1150.14,482.85,1496.7712,13.722499999999998,3143.4836999999998,0.2396130573976675
2022-01-01 09:00:00+01:00,523.0,555.0,3879.0,1251.0,25.0,647.0,0.0,2172.0,201.0,1248.0,2309.0,31.0,0.0,1381.0,1085.76,482.85,1428.6356999999998,13.722499999999998,3010.9682,0.2117120095626494
2022-01-01 10:00:00+01:00,523.0,555.0,4241.0,1158.0,25.0,647.0,88.0,2028.0,184.0,1246.0,3634.0,30.0,0.0,1161.0,1084.02,482.85,1561.9602999999997,13.722499999999998,3142.5527999999995,0.20248407216494843
2022-01-01 11:00:00+01:00,526.0,556.0,5210.0,1140.0,34.0,649.0,52.0,2007.0,196.0,1259.0,4232.0,30.0,0.0,1193.0,1095.33,483.71999999999997,1918.8429999999998,18.662599999999998,3516.5556,0.20583912432685555
2022-01-01 12:00:00+01:00,537.0,556.0,5090.0,1173.0,74.0,650.0,61.0,2008.0,246.0,1341.0,4522.0,32.0,0.0,1419.0,1166.67,483.71999999999997,1874.6469999999997,40.618599999999994,3565.6555999999996,0.20134708905076512
2022-01-01 13:00:00+01:00,533.0,556.0,4822.0,1105.0,84.0,635.0,16.0,1940.0,201.0,1331.0,4327.0,33.0,0.0,1758.0,1157.97,483.71999999999997,1775.9425999999999,46.1076,3463.7401999999997,0.19974281759990772
2022-01-01 14:00:00+01:00,523.0,560.0,4441.0,1172.0,87.0,635.0,0.0,1817.0,184.0,1331.0,3387.0,33.0,0.0,2052.0,1157.97,487.2,1635.6202999999998,47.75429999999999,3328.5445999999997,0.20518706694612254
2022-01-01 15:00:00+01:00,525.0,603.0,4792.0,1182.0,100.0,634.0,0.0,2087.0,221.0,1345.0,1519.0,33.0,0.0,1968.0,1170.15,524.61,1764.8935999999999,54.88999999999999,3514.5436,0.234162409221134
2022-01-01 16:00:00+01:00,523.0,599.0,6155.0,1194.0,110.0,634.0,121.0,2603.0,477.0,1350.0,147.0,31.0,0.0,1887.0,1174.5,521.13,2266.8864999999996,60.37899999999999,4022.8954999999996,0.25411505906133536
2022-01-01 17:00:00+01:00,564.0,648.0,7560.0,1216.0,161.0,645.0,1280.0,3032.0,716.0,1406.0,0.0,34.0,0.0,1670.0,1223.22,563.76,2784.3479999999995,88.37289999999999,4659.7009,0.24612829600676103
2022-01-01 18:00:00+01:00,578.0,630.0,7774.0,1221.0,235.0,652.0,1788.0,3192.0,502.0,1371.0,0.0,32.0,0.0,1430.0,1192.77,548.1,2863.1641999999997,128.99149999999997,4733.0257,0.2439075341406854
2022-01-01 19:00:00+01:00,583.0,577.0,7928.0,1217.0,289.0,652.0,2266.0,3294.0,552.0,1431.0,0.0,34.0,0.0,1200.0,1244.97,501.99,2919.8823999999995,158.63209999999998,4825.474499999999,0.2409965789342256
2022-01-01 20:00:00+01:00,572.0,555.0,8075.0,1224.0,291.0,653.0,2003.0,2847.0,742.0,1424.0,0.0,34.0,0.0,985.0,1238.8799999999999,482.85,2974.0224999999996,159.7299,4855.4824,0.25021810873486217
2022-01-01 21:00:00+01:00,573.0,556.0,8044.0,1210.0,294.0,653.0,1310.0,2571.0,745.0,1410.0,0.0,34.0,0.0,853.0,1226.7,483.71999999999997,2962.6051999999995,161.3766,4834.4018,0.26485519092751875
2022-01-01 22:00:00+01:00,531.0,554.0,7467.0,1206.0,252.0,653.0,243.0,2351.0,582.0,1420.0,0.0,35.0,0.0,829.0,1235.4,481.98,2750.0960999999998,138.32279999999997,4605.7989,0.2856663710227625
2022-01-01 23:00:00+01:00,509.0,555.0,6710.0,1192.0,214.0,653.0,14.0,1977.0,279.0,1369.0,0.0,34.0,0.0,799.0,1191.03,482.85,2471.2929999999997,117.46459999999999,4262.6376,0.2979823558196435
2022-01-02 00:00:00+01:00,538.0,545.0,5393.0,1125.0,151.0,652.0,18.0,1853.0,145.0,1326.0,0.0,34.0,0.0,837.0,1153.62,474.15,1986.2418999999998,82.8839,3696.8957999999993,0.2930090988349052
2022-01-02 01:00:00+01:00,536.0,544.0,5392.0,1111.0,142.0,651.0,21.0,1689.0,152.0,1281.0,0.0,35.0,0.0,829.0,1114.47,473.28,1985.8736,77.9438,3651.5674,0.2948855204716143
2022-01-02 02:00:00+01:00,525.0,544.0,5400.0,1088.0,142.0,651.0,0.0,1590.0,120.0,1232.0,0.0,34.0,0.0,743.0,1071.84,473.28,1988.8199999999997,77.9438,3611.8837999999996,0.29926951694423726
2022-01-02 03:00:00+01:00,519.0,545.0,5521.0,1124.0,151.0,651.0,0.0,1572.0,119.0,1193.0,0.0,32.0,0.0,730.0,1037.91,474.15,2033.3842999999997,82.8839,3628.3281999999995,0.2984558854980669
2022-01-02 04:00:00+01:00,519.0,545.0,5798.0,1130.0,154.0,651.0,0.0,1577.0,129.0,1204.0,0.0,31.0,0.0,668.0,1047.48,474.15,2135.4033999999997,84.53059999999999,3741.564,0.3015931001128486
2022-01-02 05:00:00+01:00,517.0,544.0,6052.0,1180.0,157.0,651.0,0.0,1587.0,129.0,1238.0,0.0,30.0,0.0,636.0,1077.06,473.28,2228.9516,86.17729999999999,3865.4688999999994,0.3038651756937347
2022-01-02 06:00:00+01:00,518.0,544.0,6633.0,1164.0,157.0,651.0,0.0,1728.0,154.0,1236.0,0.0,32.0,0.0,541.0,1075.32,473.28,2442.9338999999995,86.17729999999999,4077.7111999999993,0.30526360233567895
2022-01-02 07:00:00+01:00,511.0,570.0,6697.0,1231.0,167.0,651.0,0.0,1972.0,219.0,1293.0,41.0,34.0,0.0,496.0,1124.91,495.9,2466.5051,91.66629999999999,4178.9814,0.30103597464342313
2022-01-02 08:00:00+01:00,522.0,581.0,6380.0,1260.0,157.0,652.0,158.0,2255.0,331.0,1299.0,684.0,34.0,0.0,495.0,1130.1299999999999,505.46999999999997,2349.754,86.17729999999999,4071.5312999999996,0.2749548419773095
2022-01-02 09:00:00+01:00,541.0,593.0,6806.0,1259.0,160.0,652.0,237.0,2292.0,267.0,1173.0,1870.0,33.0,0.0,472.0,1020.51,515.91,2506.6497999999997,87.82399999999998,4130.8938,0.252576814429838
2022-01-02 10:00:00+01:00,537.0,640.0,7014.0,1270.0,185.0,651.0,154.0,2452.0,352.0,1161.0,3062.0,34.0,0.0,494.0,1010.07,556.8,2583.2562,101.5465,4251.6727,0.2361253304454071
2022-01-02 11:00:00+01:00,546.0,641.0,7282.0,1259.0,139.0,651.0,68.0,2457.0,390.0,1220.0,3912.0,33.0,0.0,687.0,1061.4,557.67,2681.9606,76.29709999999999,4377.3277,0.22698095410941144
2022-01-02 12:00:00+01:00,534.0,640.0,7303.0,1280.0,174.0,651.0,82.0,2385.0,364.0,1261.0,4280.0,32.0,0.0,1107.0,1097.07,556.8,2689.6948999999995,95.50859999999999,4439.0734999999995,0.2209263673916289
2022-01-02 13:00:00+01:00,528.0,643.0,7332.0,1253.0,225.0,651.0,55.0,2282.0,368.0,1236.0,3866.0,32.0,0.0,1597.0,1075.32,559.41,2700.3756,123.50249999999998,4458.6080999999995,0.2221750099661152
2022-01-02 14:00:00+01:00,517.0,685.0,6884.0,1216.0,277.0,652.0,0.0,1907.0,230.0,1317.0,2622.0,31.0,0.0,1880.0,1145.79,595.95,2535.3772,152.0453,4429.162499999999,0.24312012844439562
2022-01-02 15:00:00+01:00,517.0,635.0,7317.0,1209.0,227.0,653.0,0.0,1974.0,272.0,1353.0,1129.0,25.0,0.0,2056.0,1177.11,552.45,2694.8511,124.60029999999999,4549.011399999999,0.2619342085564576
2022-01-02 16:00:00+01:00,525.0,548.0,7731.0,1224.0,241.0,653.0,225.0,2324.0,305.0,1449.0,107.0,27.0,0.0,2203.0,1260.6299999999999,476.76,2847.3273,132.2849,4717.0022,0.2685914018904453
2022-01-02 17:00:00+01:00,539.0,546.0,8418.0,1184.0,282.0,651.0,1678.0,2803.0,549.0,1587.0,4.0,33.0,0.0,2455.0,1380.69,475.02,3100.3493999999996,154.78979999999999,5110.8492,0.24655551160210332
2022-01-02 18:00:00+01:00,558.0,546.0,8994.0,1268.0,285.0,651.0,1637.0,2999.0,493.0,1625.0,0.0,33.0,0.0,2666.0,1413.75,475.02,3312.4901999999997,156.4365,5357.6966999999995,0.24627426798437138
2022-01-02 19:00:00+01:00,559.0,547.0,8843.0,1272.0,446.0,651.0,1610.0,3053.0,446.0,1608.0,0.0,34.0,0.0,2723.0,1398.96,475.89,3256.8768999999998,244.80939999999998,5376.5363,0.24672064519089573
2022-01-02 20:00:00+01:00,559.0,547.0,8246.0,1246.0,494.0,651.0,1201.0,2860.0,389.0,1590.0,0.0,31.0,0.0,3070.0,1383.3,475.89,3037.0017999999995,271.15659999999997,5167.3484,0.24743097107833747
2022-01-02 21:00:00+01:00,530.0,547.0,8140.0,1243.0,289.0,651.0,113.0,2314.0,180.0,1381.0,0.0,33.0,0.0,2997.0,1201.47,475.89,2997.9619999999995,158.63209999999998,4833.9541,0.2624581442067543
2022-01-02 22:00:00+01:00,524.0,547.0,6898.0,1167.0,285.0,651.0,54.0,1946.0,124.0,1421.0,0.0,33.0,0.0,3017.0,1236.27,475.89,2540.5334,156.4365,4409.1299,0.264542503149937
2022-01-02 23:00:00+01:00,492.0,547.0,5817.0,1083.0,277.0,651.0,0.0,1794.0,107.0,1428.0,0.0,30.0,0.0,2957.0,1242.36,475.89,2142.4010999999996,152.0453,4012.6964,0.26428877033524334
2022-01-03 00:00:00+01:00,518.0,547.0,5867.0,1156.0,99.0,651.0,0.0,1718.0,104.0,1408.0,0.0,33.0,0.0,3122.0,1224.96,475.89,2160.8160999999996,54.3411,3916.0071999999996,0.2572428036523681
2022-01-03 01:00:00+01:00,515.0,548.0,5819.0,1127.0,166.0,651.0,21.0,1600.0,122.0,1399.0,0.0,33.0,0.0,3191.0,1217.1299999999999,476.76,2143.1376999999998,91.11739999999999,3928.1450999999997,0.258566686413902
2022-01-03 02:00:00+01:00,519.0,548.0,5635.0,1064.0,103.0,651.0,17.0,1553.0,127.0,1540.0,0.0,34.0,0.0,3213.0,1339.8,476.76,2075.3705,56.536699999999996,3948.4672,0.2631609704078912
2022-01-03 03:00:00+01:00,504.0,548.0,5460.0,1099.0,85.0,651.0,13.0,1537.0,114.0,1506.0,0.0,32.0,0.0,3126.0,1310.22,476.76,2010.918,46.656499999999994,3844.5545,0.261979863713799
2022-01-03 04:00:00+01:00,501.0,547.0,5677.0,1155.0,84.0,651.0,13.0,1563.0,112.0,1565.0,0.0,31.0,0.0,3124.0,1361.55,475.89,2090.8390999999997,46.1076,3974.3866999999996,0.26455346468747915
2022-01-03 05:00:00+01:00,500.0,548.0,5938.0,1234.0,84.0,651.0,13.0,1573.0,105.0,1592.0,0.0,30.0,0.0,3011.0,1385.04,476.76,2186.9653999999996,46.1076,4094.872999999999,0.2680066103802604
2022-01-03 06:00:00+01:00,508.0,549.0,7862.0,1408.0,111.0,651.0,13.0,1629.0,121.0,1492.0,0.0,29.0,0.0,2837.0,1298.04,477.63,2895.5746,60.927899999999994,4732.1725,0.27496644392794883
2022-01-03 07:00:00+01:00,533.0,545.0,9868.0,1627.0,161.0,650.0,5.0,2123.0,241.0,1599.0,45.0,29.0,0.0,2827.0,1391.1299999999999,474.15,3634.3843999999995,88.37289999999999,5588.0373,0.2759115834691157
2022-01-03 08:00:00+01:00,536.0,544.0,10725.0,1770.0,237.0,650.0,176.0,3154.0,441.0,1678.0,795.0,26.0,0.0,2620.0,1459.86,473.28,3950.0174999999995,130.08929999999998,6013.246799999999,0.25750457348406985
2022-01-03 09:00:00+01:00,553.0,545.0,11577.0,1784.0,276.0,650.0,180.0,3395.0,511.0,1825.0,2235.0,29.0,0.0,2209.0,1587.75,474.15,4263.8090999999995,151.4964,6477.2055,0.2513564942372618
2022-01-03 10:00:00+01:00,555.0,544.0,11384.0,1825.0,285.0,646.0,112.0,2576.0,395.0,1814.0,3343.0,31.0,0.0,2229.0,1578.18,473.28,4192.727199999999,156.4365,6400.623699999999,0.2486741404094953
2022-01-03 11:00:00+01:00,534.0,543.0,11646.0,1790.0,285.0,642.0,113.0,2199.0,222.0,1719.0,3649.0,31.0,0.0,2604.0,1495.53,472.41,4289.221799999999,156.4365,6413.5983,0.24689526504215267
2022-01-03 12:00:00+01:00,524.0,543.0,11756.0,1786.0,284.0,648.0,59.0,1948.0,216.0,1594.0,3565.0,32.0,0.0,2706.0,1386.78,472.41,4329.734799999999,155.8876,6344.812399999999,0.24725507189899065
2022-01-03 13:00:00+01:00,522.0,543.0,11505.0,1782.0,284.0,651.0,26.0,1933.0,216.0,1498.0,3138.0,32.0,0.0,2912.0,1303.26,472.41,4237.291499999999,155.8876,6168.849099999999,0.24634011261081382
2022-01-03 14:00:00+01:00,533.0,543.0,11960.0,1786.0,284.0,652.0,25.0,1993.0,217.0,1593.0,2168.0,32.0,0.0,2932.0,1385.91,472.41,4404.8679999999995,155.8876,6419.0756,0.2596923537503034
2022-01-03 15:00:00+01:00,550.0,542.0,12193.0,1784.0,285.0,652.0,186.0,2293.0,281.0,1800.0,1132.0,35.0,0.0,2595.0,1566.0,471.54,4490.6819,156.4365,6684.658399999999,0.27477221308780003
2022-01-03 16:00:00+01:00,553.0,543.0,13609.0,1821.0,311.0,651.0,187.0,3073.0,448.0,1918.0,182.0,34.0,0.0,2428.0,1668.66,472.41,5012.194699999999,170.7079,7323.9726,0.2843377824365246
2022-01-03 17:00:00+01:00,552.0,542.0,14085.0,1770.0,331.0,651.0,279.0,4166.0,916.0,2142.0,24.0,35.0,0.0,2253.0,1863.54,471.54,5187.505499999999,181.68589999999998,7704.2714,0.2776714265119296
2022-01-03 18:00:00+01:00,552.0,543.0,13564.0,1732.0,485.0,652.0,182.0,4208.0,698.0,2122.0,0.0,36.0,0.0,2318.0,1846.14,472.41,4995.6212,266.2165,7580.387699999999,0.27980170160933115
2022-01-03 19:00:00+01:00,552.0,544.0,13952.0,1786.0,493.0,652.0,103.0,3865.0,587.0,2131.0,0.0,35.0,0.0,2166.0,1853.97,473.28,5138.521599999999,270.60769999999997,7736.379299999999,0.28796170996798925
2022-01-03 20:00:00+01:00,557.0,544.0,13512.0,1795.0,504.0,651.0,210.0,2825.0,612.0,1827.0,0.0,34.0,0.0,2300.0,1589.49,473.28,4976.469599999999,276.64559999999994,7315.885199999999,0.28835620196287093
2022-01-03 21:00:00+01:00,559.0,546.0,11287.0,1804.0,504.0,645.0,8.0,2281.0,334.0,1714.0,0.0,34.0,0.0,2214.0,1491.18,475.02,4157.0021,276.64559999999994,6399.847699999999,0.2918307204742362
2022-01-03 22:00:00+01:00,540.0,545.0,10376.0,1645.0,500.0,642.0,0.0,1852.0,158.0,1637.0,0.0,37.0,0.0,2430.0,1424.19,474.15,3821.4808,274.45,5994.270799999999,0.2943851684510362
2022-01-03 23:00:00+01:00,503.0,544.0,8746.0,1523.0,360.0,645.0,0.0,1700.0,151.0,1586.0,0.0,35.0,0.0,2647.0,1379.82,473.28,3221.1517999999996,197.60399999999998,5271.8558,0.2858923969631237
2022-01-04 00:00:00+01:00,527.0,544.0,7216.0,1457.0,285.0,651.0,7.0,1593.0,136.0,1568.0,0.0,36.0,0.0,2539.0,1364.16,473.28,2657.6528,156.4365,4651.5293,0.2809064134307627
2022-01-04 01:00:00+01:00,526.0,544.0,5973.0,1380.0,285.0,651.0,5.0,1534.0,134.0,1643.0,0.0,37.0,0.0,2615.0,1429.41,473.28,2199.8558999999996,156.4365,4258.982399999999,0.277874495987473
2022-01-04 02:00:00+01:00,526.0,544.0,5983.0,1295.0,286.0,651.0,0.0,1491.0,122.0,1592.0,0.0,37.0,0.0,2704.0,1385.04,473.28,2203.5388999999996,156.98539999999997,4218.844299999999,0.276990630950036
2022-01-04 03:00:00+01:00,527.0,545.0,6110.0,1283.0,285.0,651.0,0.0,1479.0,121.0,1591.0,0.0,37.0,0.0,3189.0,1384.17,474.15,2250.3129999999996,156.4365,4265.0695,0.26963392970034133
2022-01-04 04:00:00+01:00,527.0,546.0,6399.0,1281.0,285.0,651.0,0.0,1472.0,127.0,1603.0,0.0,37.0,0.0,3400.0,1394.61,475.02,2356.7517,156.4365,4382.8182,0.2684234566389025
2022-01-04 05:00:00+01:00,532.0,546.0,7030.0,1293.0,285.0,651.0,0.0,1473.0,126.0,1619.0,0.0,33.0,0.0,3444.0,1408.53,475.02,2589.149,156.4365,4629.135499999999,0.2717904826209488
2022-01-04 06:00:00+01:00,529.0,545.0,9832.0,1623.0,426.0,651.0,0.0,1598.0,180.0,1602.0,0.0,32.0,0.0,3565.0,1393.74,474.15,3621.1255999999994,233.83139999999997,5722.846999999999,0.2780375552640528
2022-01-04 07:00:00+01:00,529.0,543.0,12135.0,1837.0,484.0,650.0,49.0,1823.0,351.0,1875.0,41.0,34.0,0.0,3716.0,1631.25,472.41,4469.3205,265.6676,6838.648099999999,0.284150417584244
2022-01-04 08:00:00+01:00,528.0,544.0,12845.0,1838.0,483.0,650.0,199.0,2429.0,396.0,2174.0,638.0,34.0,0.0,3752.0,1891.3799999999999,473.28,4730.813499999999,265.1187,7360.592199999999,0.27765342135043375
2022-01-04 09:00:00+01:00,523.0,545.0,12985.0,1780.0,423.0,649.0,192.0,2750.0,353.0,2219.0,1799.0,35.0,0.0,3531.0,1930.53,474.15,4782.375499999999,232.18469999999996,7419.240199999998,0.2670328318456665
2022-01-04 10:00:00+01:00,519.0,544.0,12989.0,1799.0,339.0,649.0,112.0,2843.0,356.0,2099.0,3009.0,35.0,0.0,3505.0,1826.1299999999999,473.28,4783.8487,186.07709999999997,7269.335799999999,0.25242502257101185
2022-01-04 11:00:00+01:00,516.0,544.0,13091.0,1792.0,297.0,649.0,642.0,2720.0,323.0,2178.0,3500.0,32.0,0.0,3735.0,1894.86,473.28,4821.4153,163.02329999999998,7352.5786,0.2449308304740331
2022-01-04 12:00:00+01:00,522.0,548.0,12995.0,1798.0,295.0,649.0,841.0,2521.0,261.0,2199.0,3481.0,32.0,0.0,4012.0,1913.1299999999999,476.76,4786.058499999999,161.92549999999997,7337.873999999999,0.2433466206805067
2022-01-04 13:00:00+01:00,523.0,544.0,12605.0,1834.0,295.0,650.0,837.0,2568.0,240.0,2183.0,3130.0,31.0,0.0,4167.0,1899.21,473.28,4642.4214999999995,161.92549999999997,7176.8369999999995,0.24240338433478567
2022-01-04 14:00:00+01:00,523.0,545.0,12798.0,1848.0,295.0,649.0,1058.0,2533.0,244.0,2242.0,2218.0,33.0,0.0,4547.0,1950.54,474.15,4713.5034,161.92549999999997,7300.1189,0.24718514543053535
2022-01-04 15:00:00+01:00,522.0,544.0,13435.0,1783.0,294.0,650.0,816.0,2518.0,309.0,2306.0,1038.0,30.0,0.0,4623.0,2006.22,473.28,4948.1105,161.3766,7588.987099999999,0.2628857939587086
2022-01-04 16:00:00+01:00,521.0,544.0,14131.0,1789.0,295.0,650.0,168.0,2713.0,430.0,2274.0,166.0,27.0,0.0,4660.0,1978.3799999999999,473.28,5204.4473,161.92549999999997,7818.0328,0.2755933728144388
2022-01-04 17:00:00+01:00,523.0,545.0,13903.0,1784.0,304.0,650.0,121.0,3349.0,628.0,2247.0,18.0,31.0,0.0,4669.0,1954.89,474.15,5120.474899999999,166.86559999999997,7716.380499999999,0.2681906193521479
2022-01-04 18:00:00+01:00,525.0,545.0,13431.0,1807.0,296.0,650.0,50.0,3212.0,513.0,2257.0,0.0,32.0,0.0,4700.0,1963.59,474.15,4946.637299999999,162.47439999999997,7546.851699999999,0.26935725961881646
2022-01-04 19:00:00+01:00,531.0,546.0,13631.0,1841.0,296.0,650.0,49.0,2882.0,503.0,2230.0,0.0,33.0,0.0,4829.0,1940.1,475.02,5020.297299999999,162.47439999999997,7597.891699999999,0.2711499125655758
2022-01-04 20:00:00+01:00,521.0,549.0,13006.0,1820.0,344.0,648.0,28.0,2338.0,336.0,2066.0,0.0,34.0,0.0,4730.0,1797.42,477.63,4790.109799999999,188.8216,7253.9814,0.274564019682059
2022-01-04 21:00:00+01:00,521.0,578.0,11951.0,1780.0,312.0,648.0,0.0,1986.0,283.0,2026.0,0.0,35.0,0.0,4705.0,1762.62,502.86,4401.5533,171.25679999999997,6838.290099999999,0.2754598227593152
2022-01-04 22:00:00+01:00,527.0,611.0,10195.0,1734.0,295.0,649.0,0.0,1785.0,267.0,1844.0,0.0,37.0,0.0,4686.0,1604.28,531.57,3754.8184999999994,161.92549999999997,6052.594,0.2674588599204596
2022-01-04 23:00:00+01:00,494.0,631.0,7674.0,1219.0,295.0,650.0,0.0,1745.0,232.0,1624.0,0.0,34.0,0.0,4564.0,1412.8799999999999,548.97,2826.3342,161.92549999999997,4950.1097,0.2583294906585951
2022-01-05 00:00:00+01:00,502.0,630.0,6602.0,1103.0,297.0,650.0,0.0,1654.0,137.0,1440.0,0.0,39.0,0.0,4629.0,1252.8,548.1,2431.5166,163.02329999999998,4395.4399,0.24856867612961603
2022-01-05 01:00:00+01:00,522.0,637.0,6242.0,1035.0,295.0,650.0,0.0,1589.0,145.0,1424.0,0.0,36.0,0.0,4574.0,1238.8799999999999,554.1899999999999,2298.9285999999997,161.92549999999997,4253.924099999999,0.24805668552102159
2022-01-05 02:00:00+01:00,527.0,641.0,6097.0,1057.0,295.0,649.0,0.0,1549.0,112.0,1387.0,0.0,38.0,0.0,4480.0,1206.69,557.67,2245.5251,161.92549999999997,4171.8106,0.24784996435361215
2022-01-05 03:00:00+01:00,515.0,658.0,5723.0,1141.0,294.0,649.0,0.0,1550.0,110.0,1387.0,0.0,38.0,0.0,4587.0,1206.69,572.46,2107.7808999999997,161.3766,4048.3075,0.24311238890223397
2022-01-05 04:00:00+01:00,474.0,669.0,5826.0,1131.0,295.0,649.0,12.0,1565.0,117.0,1393.0,0.0,38.0,0.0,4498.0,1211.91,582.03,2145.7158,161.92549999999997,4101.5813,0.24608995620087598
2022-01-05 05:00:00+01:00,472.0,670.0,6764.0,1337.0,413.0,649.0,9.0,1595.0,162.0,1417.0,0.0,37.0,0.0,4642.0,1232.79,582.9,2491.1811999999995,226.6957,4533.5669,0.24954956239335058
2022-01-05 06:00:00+01:00,485.0,679.0,7523.0,1479.0,386.0,649.0,0.0,1690.0,167.0,1535.0,0.0,37.0,0.0,4530.0,1335.45,590.73,2770.7209,211.87539999999998,4908.7762999999995,0.2561991805845511
2022-01-05 07:00:00+01:00,488.0,675.0,10162.0,1619.0,483.0,649.0,53.0,1989.0,435.0,1611.0,53.0,34.0,0.0,4361.0,1401.57,587.25,3742.6645999999996,265.1187,5996.6033,0.26519561737130726
2022-01-05 08:00:00+01:00,496.0,689.0,10753.0,1645.0,511.0,646.0,359.0,3260.0,630.0,1673.0,769.0,35.0,0.0,4238.0,1455.51,599.43,3960.3298999999997,280.48789999999997,6295.757799999999,0.24493299875505756
2022-01-05 09:00:00+01:00,488.0,705.0,11249.0,1647.0,454.0,646.0,770.0,3527.0,548.0,1704.0,2153.0,33.0,0.0,4094.0,1482.48,613.35,4143.0067,249.20059999999998,6488.0373,0.2315667535155971
2022-01-05 10:00:00+01:00,488.0,762.0,11092.0,1579.0,242.0,636.0,515.0,2853.0,503.0,1691.0,3075.0,32.0,0.0,4219.0,1471.17,662.9399999999999,4085.1835999999994,132.8338,6352.127399999999,0.2294263517174125
2022-01-05 11:00:00+01:00,490.0,761.0,11391.0,1584.0,152.0,637.0,112.0,2239.0,430.0,1516.0,3669.0,28.0,0.0,4232.0,1318.92,662.07,4195.3053,83.43279999999999,6259.728099999999,0.22979068683234827
2022-01-05 12:00:00+01:00,489.0,750.0,11429.0,1647.0,182.0,646.0,46.0,2099.0,293.0,1528.0,3864.0,27.0,0.0,4304.0,1329.36,652.5,4209.3007,99.89979999999998,6291.0605,0.23040801714034573
2022-01-05 13:00:00+01:00,487.0,752.0,10612.0,1635.0,153.0,647.0,26.0,2082.0,290.0,1483.0,3351.0,30.0,0.0,4395.0,1290.21,654.24,3908.3995999999997,83.98169999999999,5936.8313,0.2288413560498015
2022-01-05 14:00:00+01:00,486.0,767.0,11209.0,1660.0,170.0,649.0,30.0,2145.0,313.0,1580.0,2436.0,28.0,0.0,4573.0,1374.6,667.29,4128.2747,93.31299999999999,6263.4776999999995,0.2404775282193043
2022-01-05 15:00:00+01:00,477.0,743.0,11236.0,1634.0,160.0,650.0,427.0,2678.0,465.0,1636.0,1038.0,26.0,0.0,4781.0,1423.32,646.41,4138.2188,87.82399999999998,6295.7728,0.2426023197564641
2022-01-05 16:00:00+01:00,487.0,727.0,11891.0,1698.0,177.0,650.0,517.0,3529.0,601.0,1843.0,149.0,32.0,0.0,4573.0,1603.41,632.49,4379.4553,97.1553,6712.5106,0.24977713031182555
2022-01-05 17:00:00+01:00,548.0,707.0,12800.0,1701.0,215.0,649.0,683.0,4273.0,772.0,1936.0,13.0,31.0,0.0,4895.0,1684.32,615.09,4714.24,118.0135,7131.6635,0.244042825856346
2022-01-05 18:00:00+01:00,545.0,557.0,13188.0,1687.0,225.0,650.0,804.0,4483.0,832.0,1912.0,0.0,28.0,0.0,5274.0,1663.44,484.59,4857.140399999999,123.50249999999998,7128.672899999999,0.2361660725525923
2022-01-05 19:00:00+01:00,557.0,640.0,12902.0,1709.0,205.0,650.0,760.0,4136.0,882.0,1904.0,0.0,27.0,0.0,5500.0,1656.48,556.8,4751.8066,112.52449999999999,7077.6111,0.23693127678093198
