,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage charge,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,co2_other,co2_fossilcoal,co2_fossilgas,co2_fossiloil,co2_total,emission_factor
2022-01-01 00:00:00+01:00,526.0,0.0,0.0,3478.0,867.0,135.0,0.0,0.0,0.0,0.0,1070.0,1333.0,0.0,6091.0,51.0,99.0,75.0,269.0,0.0,6342.0,44.37,0.0,1280.9473999999998,74.10149999999999,1399.4188999999997,0.0688148554287962
2022-01-01 01:00:00+01:00,533.0,0.0,0.0,3874.0,847.0,121.0,0.0,0.0,0.0,0.0,1082.0,1347.0,0.0,6091.0,50.0,98.0,75.0,268.0,0.0,6398.0,43.5,0.0,1426.7941999999998,66.4169,1536.7110999999998,0.0739372161277906
2022-01-01 02:00:00+01:00,524.0,0.0,0.0,3557.0,842.0,112.0,0.0,0.0,0.0,0.0,1046.0,746.0,0.0,6092.0,50.0,96.0,75.0,265.0,0.0,6456.0,43.5,0.0,1310.0430999999999,61.4768,1415.0198999999998,0.07124615578268968
2022-01-01 03:00:00+01:00,532.0,0.0,0.0,3590.0,855.0,105.0,0.0,0.0,0.0,0.0,1045.0,733.0,0.0,6091.0,50.0,96.0,75.0,266.0,0.0,6144.0,43.5,0.0,1322.197,57.634499999999996,1423.3314999999998,0.07268570626085179
2022-01-01 04:00:00+01:00,528.0,0.0,0.0,3444.0,868.0,105.0,0.0,0.0,0.0,0.0,1049.0,755.0,0.0,6091.0,51.0,98.0,75.0,260.0,0.0,5943.0,44.37,0.0,1268.4252,57.634499999999996,1370.4296999999997,0.07112833861005863
2022-01-01 05:00:00+01:00,533.0,0.0,0.0,3446.0,850.0,105.0,0.0,0.0,0.0,0.0,1031.0,719.0,0.0,6092.0,51.0,96.0,75.0,266.0,0.0,5836.0,44.37,0.0,1269.1617999999999,57.634499999999996,1371.1662999999996,0.07178881151832459
2022-01-01 06:00:00+01:00,534.0,0.0,0.0,3651.0,856.0,106.0,0.0,0.0,0.0,0.0,1016.0,611.0,0.0,6092.0,51.0,93.0,75.0,268.0,0.0,5685.0,44.37,0.0,1344.6633,58.18339999999999,1447.2166999999997,0.07601726546906186
2022-01-01 07:00:00+01:00,539.0,0.0,0.0,3847.0,856.0,108.0,0.0,0.0,0.0,0.0,1018.0,779.0,0.0,6092.0,49.0,91.0,75.0,267.0,0.0,5583.0,42.63,0.0,1416.8500999999999,59.28119999999999,1518.7613,0.07867598943224202
2022-01-01 08:00:00+01:00,527.0,0.0,0.0,3737.0,841.0,109.0,0.0,0.0,0.0,0.0,1029.0,768.0,0.0,6094.0,50.0,95.0,144.0,268.0,0.0,5546.0,43.5,0.0,1376.3371,59.830099999999995,1479.6671999999999,0.07703390254060807
2022-01-01 09:00:00+01:00,525.0,0.0,0.0,3591.0,829.0,110.0,0.0,0.0,0.0,0.0,1037.0,729.0,0.0,6094.0,51.0,94.0,2024.0,269.0,0.0,5625.0,44.37,0.0,1322.5652999999998,60.37899999999999,1427.3142999999995,0.0680386261798074
2022-01-01 10:00:00+01:00,508.0,0.0,0.0,3304.0,792.0,107.0,0.0,0.0,0.0,0.0,1049.0,747.0,0.0,6092.0,51.0,92.0,5220.0,269.0,0.0,5201.0,44.37,0.0,1216.8631999999998,58.732299999999995,1319.9654999999996,0.056331747183339005
2022-01-01 11:00:00+01:00,501.0,0.0,0.0,3263.0,776.0,114.0,0.0,0.0,0.0,0.0,1059.0,740.0,0.0,6091.0,52.0,91.0,7033.0,272.0,0.0,4909.0,45.24,0.0,1201.7629,62.5746,1309.5774999999999,0.05259136179269908
2022-01-01 12:00:00+01:00,511.0,0.0,0.0,3300.0,688.0,122.0,0.0,0.0,0.0,0.0,1053.0,705.0,0.0,6090.0,53.0,95.0,7564.0,267.0,0.0,4490.0,46.11,0.0,1215.3899999999999,66.96579999999999,1328.4657999999997,0.05327074344374046
2022-01-01 13:00:00+01:00,521.0,0.0,0.0,3524.0,702.0,124.0,0.0,0.0,0.0,0.0,1049.0,747.0,0.0,6089.0,53.0,95.0,7514.0,272.0,0.0,4262.0,46.11,0.0,1297.8891999999998,68.0636,1412.0627999999997,0.05659116704071817
2022-01-01 14:00:00+01:00,538.0,0.0,0.0,3849.0,762.0,126.0,0.0,0.0,0.0,0.0,1042.0,867.0,0.0,6091.0,52.0,94.0,7338.0,271.0,0.0,4113.0,45.24,0.0,1417.5866999999998,69.16139999999999,1531.9880999999998,0.06093099868750745
2022-01-01 15:00:00+01:00,529.0,0.0,0.0,3503.0,781.0,127.0,0.0,0.0,0.0,0.0,1039.0,958.0,0.0,6090.0,52.0,91.0,6789.0,269.0,0.0,4709.0,45.24,0.0,1290.1548999999998,69.71029999999999,1405.1051999999997,0.05634620042507117
2022-01-01 16:00:00+01:00,530.0,0.0,0.0,3687.0,810.0,128.0,0.0,0.0,0.0,0.0,1068.0,1404.0,0.0,6088.0,52.0,94.0,4763.0,266.0,0.0,4927.0,45.24,0.0,1357.9220999999998,70.25919999999999,1473.4212999999997,0.06186426921946508
2022-01-01 17:00:00+01:00,537.0,0.0,0.0,3630.0,813.0,138.0,0.0,0.0,0.0,0.0,1161.0,1932.0,0.0,6085.0,53.0,92.0,1679.0,265.0,0.0,5379.0,46.11,0.0,1336.9289999999999,75.7482,1458.7871999999998,0.06702753170373092
2022-01-01 18:00:00+01:00,538.0,0.0,0.0,4064.0,901.0,139.0,0.0,0.0,0.0,0.0,1230.0,2778.0,0.0,6084.0,53.0,92.0,270.0,262.0,0.0,5617.0,46.11,0.0,1496.7712,76.29709999999999,1619.1782999999998,0.07350546123116034
2022-01-01 19:00:00+01:00,534.0,0.0,0.0,4436.0,946.0,140.0,0.0,0.0,0.0,0.0,1169.0,2863.0,0.0,6085.0,53.0,94.0,145.0,265.0,0.0,6164.0,46.11,0.0,1633.7787999999998,76.84599999999999,1756.7347999999997,0.07673341486852449
2022-01-01 20:00:00+01:00,538.0,0.0,0.0,4376.0,980.0,140.0,0.0,0.0,0.0,0.0,1177.0,2980.0,0.0,6086.0,52.0,94.0,129.0,266.0,0.0,6530.0,45.24,0.0,1611.6807999999999,76.84599999999999,1733.7667999999999,0.07425761521329449
2022-01-01 21:00:00+01:00,540.0,0.0,0.0,4480.0,996.0,140.0,0.0,0.0,0.0,0.0,1159.0,2931.0,0.0,6087.0,52.0,91.0,78.0,276.0,0.0,6813.0,45.24,0.0,1649.984,76.84599999999999,1772.07,0.07495114833143002
2022-01-01 22:00:00+01:00,539.0,0.0,0.0,4197.0,937.0,140.0,0.0,0.0,0.0,0.0,1106.0,2620.0,0.0,6089.0,52.0,90.0,49.0,272.0,0.0,6838.0,45.24,0.0,1545.7550999999999,76.84599999999999,1667.8410999999999,0.07273937371887129
2022-01-01 23:00:00+01:00,535.0,0.0,0.0,4016.0,876.0,139.0,0.0,0.0,0.0,0.0,1101.0,2559.0,0.0,6091.0,52.0,92.0,14.0,271.0,0.0,6562.0,45.24,0.0,1479.0928,76.29709999999999,1600.6299,0.07175138515330823
2022-01-02 00:00:00+01:00,534.0,0.0,0.0,3874.0,810.0,138.0,0.0,0.0,0.0,0.0,1063.0,1385.0,0.0,6091.0,52.0,92.0,0.0,269.0,0.0,6413.0,45.24,0.0,1426.7941999999998,75.7482,1547.7823999999998,0.07469631774528256
2022-01-02 01:00:00+01:00,538.0,0.0,0.0,3959.0,834.0,126.0,0.0,0.0,0.0,0.0,1050.0,1001.0,0.0,6093.0,51.0,87.0,15.0,264.0,0.0,6353.0,44.37,0.0,1458.0996999999998,69.16139999999999,1571.6310999999996,0.07715041480536054
2022-01-02 02:00:00+01:00,537.0,0.0,0.0,3873.0,824.0,124.0,0.0,0.0,0.0,0.0,1038.0,685.0,0.0,6093.0,52.0,86.0,5.0,266.0,0.0,6053.0,45.24,0.0,1426.4259,68.0636,1539.7295,0.07841360256671419
2022-01-02 03:00:00+01:00,544.0,0.0,0.0,3940.0,822.0,124.0,0.0,0.0,0.0,0.0,1032.0,565.0,0.0,6092.0,51.0,85.0,5.0,264.0,0.0,5959.0,44.37,0.0,1451.1019999999999,68.0636,1563.5355999999997,0.08025127547092335
2022-01-02 04:00:00+01:00,545.0,0.0,0.0,3891.0,822.0,123.0,0.0,0.0,0.0,0.0,1034.0,550.0,0.0,6084.0,51.0,87.0,5.0,264.0,0.0,5816.0,44.37,0.0,1433.0552999999998,67.51469999999999,1544.9399999999996,0.08016500622665004
2022-01-02 05:00:00+01:00,548.0,0.0,0.0,3889.0,827.0,124.0,0.0,0.0,0.0,0.0,1033.0,558.0,0.0,6078.0,50.0,89.0,5.0,263.0,0.0,5741.0,43.5,0.0,1432.3186999999998,68.0636,1543.8822999999998,0.08038960166623274
2022-01-02 06:00:00+01:00,554.0,0.0,0.0,4231.0,852.0,124.0,0.0,0.0,0.0,0.0,1029.0,664.0,0.0,6081.0,51.0,87.0,5.0,262.0,0.0,5585.0,44.37,0.0,1558.2772999999997,68.0636,1670.7108999999996,0.08556777976952623
2022-01-02 07:00:00+01:00,544.0,0.0,0.0,5048.0,875.0,122.0,0.0,0.0,0.0,0.0,1012.0,696.0,0.0,6082.0,51.0,88.0,5.0,263.0,0.0,5360.0,44.37,0.0,1859.1783999999998,66.96579999999999,1970.5141999999996,0.09781168470167774
2022-01-02 08:00:00+01:00,550.0,0.0,0.0,5411.0,882.0,124.0,0.0,0.0,0.0,0.0,1014.0,820.0,0.0,6082.0,52.0,84.0,88.0,267.0,0.0,5082.0,45.24,0.0,1992.8712999999998,68.0636,2106.1749,0.10296122897927258
2022-01-02 09:00:00+01:00,550.0,0.0,0.0,5813.0,797.0,125.0,0.0,0.0,0.0,0.0,1032.0,961.0,0.0,6082.0,51.0,85.0,1620.0,265.0,0.0,4768.0,44.37,0.0,2140.9278999999997,68.6125,2253.9103999999998,0.1017612713892275
2022-01-02 10:00:00+01:00,553.0,0.0,0.0,5982.0,793.0,125.0,0.0,0.0,0.0,0.0,1022.0,825.0,0.0,6082.0,52.0,88.0,4216.0,261.0,0.0,4420.0,45.24,0.0,2203.1706,68.6125,2317.0231,0.09488607641590564
2022-01-02 11:00:00+01:00,549.0,0.0,0.0,5729.0,789.0,127.0,0.0,0.0,0.0,0.0,1035.0,837.0,0.0,6083.0,52.0,87.0,5885.0,264.0,0.0,3990.0,45.24,0.0,2109.9907,69.71029999999999,2224.941,0.08750308726943799
2022-01-02 12:00:00+01:00,540.0,0.0,0.0,5573.0,754.0,127.0,0.0,0.0,0.0,0.0,1024.0,726.0,0.0,6085.0,52.0,89.0,6655.0,267.0,0.0,3880.0,45.24,0.0,2052.5359,69.71029999999999,2167.4862,0.0841023669098246
2022-01-02 13:00:00+01:00,548.0,0.0,0.0,5833.0,765.0,127.0,0.0,0.0,0.0,0.0,1032.0,763.0,0.0,6085.0,52.0,87.0,6915.0,266.0,0.0,3766.0,45.24,0.0,2148.2938999999997,69.71029999999999,2263.2441999999996,0.08625497160714965
2022-01-02 14:00:00+01:00,547.0,0.0,0.0,6156.0,806.0,127.0,0.0,0.0,0.0,0.0,1037.0,828.0,0.0,6080.0,53.0,89.0,6868.0,266.0,0.0,3425.0,46.11,0.0,2267.2547999999997,69.71029999999999,2383.0751,0.09067327828932349
2022-01-02 15:00:00+01:00,546.0,0.0,0.0,5756.0,807.0,127.0,0.0,0.0,0.0,0.0,1065.0,797.0,0.0,6080.0,53.0,90.0,6554.0,260.0,0.0,3226.0,46.11,0.0,2119.9348,69.71029999999999,2235.7551000000003,0.08815721383226215
2022-01-02 16:00:00+01:00,540.0,0.0,0.0,6208.0,917.0,128.0,0.0,0.0,0.0,0.0,1076.0,1156.0,0.0,6085.0,53.0,91.0,4749.0,268.0,0.0,2817.0,46.11,0.0,2286.4064,70.25919999999999,2402.7756,0.09974990036532713
2022-01-02 17:00:00+01:00,544.0,0.0,0.0,7871.0,1048.0,141.0,0.0,0.0,0.0,0.0,1093.0,2053.0,0.0,6086.0,54.0,90.0,1651.0,268.0,0.0,2679.0,46.98,0.0,2898.8893,77.39489999999999,3023.2641999999996,0.12822394605140383
2022-01-02 18:00:00+01:00,550.0,0.0,0.0,8986.0,1129.0,142.0,0.0,0.0,0.0,0.0,1138.0,2939.0,0.0,6087.0,53.0,92.0,167.0,270.0,0.0,2636.0,46.11,0.0,3309.5437999999995,77.9438,3433.5975999999996,0.14194872049278595
2022-01-02 19:00:00+01:00,545.0,0.0,0.0,9245.0,1134.0,143.0,0.0,0.0,0.0,0.0,1217.0,4279.0,0.0,6090.0,53.0,92.0,64.0,273.0,0.0,2588.0,46.11,0.0,3404.9334999999996,78.49269999999999,3529.5361999999996,0.13721324106830463
2022-01-02 20:00:00+01:00,549.0,0.0,0.0,9256.0,1135.0,144.0,0.0,0.0,0.0,0.0,1282.0,4740.0,0.0,6090.0,54.0,92.0,64.0,286.0,0.0,2560.0,46.98,0.0,3408.9847999999997,79.04159999999999,3535.0063999999998,0.13465665092183451
2022-01-02 21:00:00+01:00,551.0,0.0,0.0,9102.0,1136.0,144.0,0.0,0.0,0.0,0.0,1266.0,4475.0,0.0,6091.0,54.0,90.0,63.0,298.0,0.0,2596.0,46.98,0.0,3352.2665999999995,79.04159999999999,3478.2881999999995,0.13447337044769192
2022-01-02 22:00:00+01:00,551.0,0.0,0.0,9084.0,1136.0,143.0,0.0,0.0,0.0,0.0,1147.0,3788.0,0.0,6092.0,53.0,88.0,45.0,296.0,0.0,2737.0,46.11,0.0,3345.6371999999997,78.49269999999999,3470.2398999999996,0.13792686406995228
2022-01-02 23:00:00+01:00,547.0,0.0,0.0,8549.0,1133.0,149.0,0.0,0.0,0.0,0.0,1134.0,2901.0,0.0,6094.0,53.0,88.0,40.0,293.0,0.0,2990.0,46.11,0.0,3148.5966999999996,81.78609999999999,3276.4927999999995,0.1366856952150515
2022-01-03 00:00:00+01:00,549.0,0.0,0.0,6848.0,1130.0,172.0,0.0,0.0,0.0,0.0,1023.0,1145.0,0.0,6095.0,53.0,87.0,40.0,295.0,0.0,3382.0,46.11,0.0,2522.1184,94.4108,2662.6392,0.12789467313511696
2022-01-03 01:00:00+01:00,552.0,0.0,0.0,6507.0,1094.0,172.0,0.0,0.0,0.0,0.0,998.0,864.0,0.0,6094.0,51.0,87.0,40.0,291.0,0.0,3444.0,44.37,0.0,2396.5280999999995,94.4108,2535.3088999999995,0.1255476329602852
2022-01-03 02:00:00+01:00,547.0,0.0,0.0,6329.0,1029.0,172.0,0.0,0.0,0.0,0.0,1011.0,775.0,0.0,6094.0,51.0,88.0,40.0,293.0,0.0,3602.0,44.37,0.0,2330.9707,94.4108,2469.7515,0.12329646547850831
2022-01-03 03:00:00+01:00,543.0,0.0,0.0,6383.0,955.0,172.0,0.0,0.0,0.0,0.0,990.0,734.0,0.0,6093.0,51.0,85.0,40.0,285.0,0.0,3682.0,44.37,0.0,2350.8588999999997,94.4108,2489.6396999999997,0.12440112426922499
2022-01-03 04:00:00+01:00,545.0,0.0,0.0,6379.0,929.0,173.0,0.0,0.0,0.0,0.0,1003.0,804.0,0.0,6092.0,51.0,86.0,40.0,277.0,0.0,3724.0,44.37,0.0,2349.3857,94.95969999999998,2488.7153999999996,0.12379820922250408
2022-01-03 05:00:00+01:00,546.0,0.0,0.0,6427.0,975.0,173.0,0.0,0.0,0.0,0.0,990.0,814.0,0.0,6092.0,53.0,86.0,40.0,274.0,0.0,3900.0,46.11,0.0,2367.0640999999996,94.95969999999998,2508.1337999999996,0.12312880706921941
2022-01-03 06:00:00+01:00,547.0,0.0,0.0,7306.0,1012.0,170.0,0.0,0.0,0.0,0.0,997.0,1233.0,0.0,6093.0,53.0,86.0,40.0,277.0,0.0,4031.0,46.11,0.0,2690.7998,93.31299999999999,2830.2228,0.12955929503318836
2022-01-03 07:00:00+01:00,546.0,0.0,0.0,8142.0,1071.0,163.0,0.0,0.0,0.0,0.0,1015.0,1575.0,0.0,6092.0,53.0,89.0,40.0,279.0,0.0,4436.0,46.11,0.0,2998.6985999999997,89.4707,3134.2792999999997,0.1333679120037445
2022-01-03 08:00:00+01:00,544.0,0.0,0.0,7947.0,1125.0,171.0,0.0,0.0,0.0,0.0,1055.0,1927.0,0.0,6093.0,53.0,89.0,111.0,283.0,0.0,4939.0,46.11,0.0,2926.8801,93.86189999999999,3066.852,0.12601602498253686
2022-01-03 09:00:00+01:00,540.0,0.0,0.0,7643.0,1129.0,185.0,0.0,0.0,0.0,0.0,1077.0,2399.0,0.0,6092.0,52.0,92.0,1863.0,276.0,0.0,5202.0,45.24,0.0,2814.9168999999997,101.5465,2961.7033999999994,0.11155191713747643
2022-01-03 10:00:00+01:00,541.0,0.0,0.0,7589.0,1126.0,192.0,0.0,0.0,0.0,0.0,1082.0,1782.0,0.0,6092.0,53.0,92.0,5024.0,283.0,0.0,5160.0,46.11,0.0,2795.0287,105.38879999999999,2946.5275,0.10154836986490212
2022-01-03 11:00:00+01:00,531.0,0.0,0.0,7470.0,1126.0,196.0,0.0,0.0,0.0,0.0,1073.0,1339.0,0.0,6092.0,52.0,98.0,6780.0,284.0,0.0,5128.0,45.24,0.0,2751.2009999999996,107.58439999999999,2904.0253999999995,0.09625858994331929
2022-01-03 12:00:00+01:00,538.0,0.0,0.0,7014.0,1123.0,191.0,0.0,0.0,0.0,0.0,1049.0,1021.0,0.0,6093.0,53.0,100.0,7405.0,283.0,0.0,5444.0,46.11,0.0,2583.2562,104.83989999999999,2734.2061,0.09019615029359372
2022-01-03 13:00:00+01:00,539.0,0.0,0.0,6707.0,1114.0,192.0,0.0,0.0,0.0,0.0,1039.0,973.0,0.0,6092.0,58.0,101.0,7557.0,286.0,0.0,5956.0,50.46,0.0,2470.1881,105.38879999999999,2626.0369,0.0857789540732998
2022-01-03 14:00:00+01:00,541.0,0.0,0.0,6237.0,954.0,192.0,0.0,0.0,0.0,0.0,1045.0,1030.0,0.0,6092.0,53.0,104.0,7652.0,286.0,0.0,6396.0,46.11,0.0,2297.0870999999997,105.38879999999999,2448.5859,0.08006624484991172
2022-01-03 15:00:00+01:00,535.0,0.0,0.0,5775.0,919.0,193.0,0.0,0.0,0.0,0.0,1030.0,957.0,0.0,6090.0,54.0,102.0,7379.0,285.0,0.0,6872.0,46.98,0.0,2126.9325,105.93769999999999,2279.8502,0.07551423271835978
2022-01-03 16:00:00+01:00,544.0,0.0,0.0,6599.0,928.0,192.0,0.0,0.0,0.0,0.0,1039.0,1508.0,0.0,6088.0,54.0,102.0,5393.0,280.0,0.0,6947.0,46.98,0.0,2430.4116999999997,105.38879999999999,2582.7805,0.08703850171867628
2022-01-03 17:00:00+01:00,543.0,0.0,0.0,7932.0,1007.0,197.0,0.0,0.0,0.0,0.0,1082.0,2312.0,0.0,6090.0,53.0,104.0,1789.0,281.0,0.0,7386.0,46.11,0.0,2921.3556,108.13329999999999,3075.5989,0.10688069571865444
2022-01-03 18:00:00+01:00,544.0,0.0,0.0,8217.0,1092.0,200.0,0.0,0.0,0.0,0.0,1124.0,3065.0,0.0,6089.0,54.0,110.0,186.0,278.0,0.0,8310.0,46.98,0.0,3026.3210999999997,109.77999999999999,3183.0811,0.10875264272780075
2022-01-03 19:00:00+01:00,547.0,0.0,0.0,8169.0,1120.0,202.0,0.0,0.0,0.0,0.0,1179.0,3060.0,0.0,6089.0,54.0,107.0,77.0,281.0,0.0,9176.0,46.98,0.0,3008.6427,110.8778,3166.5005,0.10533583380459732
2022-01-03 20:00:00+01:00,558.0,0.0,0.0,7988.0,1123.0,202.0,0.0,0.0,0.0,0.0,1118.0,2619.0,0.0,6090.0,54.0,109.0,70.0,279.0,0.0,10044.0,46.98,0.0,2941.9803999999995,110.8778,3099.8381999999997,0.1024604415944999
2022-01-03 21:00:00+01:00,571.0,0.0,0.0,7886.0,1118.0,200.0,0.0,0.0,0.0,0.0,1068.0,2501.0,0.0,6093.0,54.0,108.0,53.0,283.0,0.0,10423.0,46.98,0.0,2904.4138,109.77999999999999,3061.1738,0.1008358192239278
2022-01-03 22:00:00+01:00,587.0,0.0,0.0,6731.0,1057.0,195.0,0.0,0.0,0.0,0.0,1026.0,2178.0,0.0,6091.0,54.0,107.0,25.0,273.0,0.0,10684.0,46.98,0.0,2479.0272999999997,107.03549999999998,2633.0427999999997,0.09076953943739657
2022-01-03 23:00:00+01:00,577.0,0.0,0.0,6116.0,934.0,200.0,0.0,0.0,0.0,0.0,990.0,1172.0,0.0,6092.0,52.0,105.0,10.0,274.0,0.0,11128.0,45.24,0.0,2252.5227999999997,109.77999999999999,2407.5427999999997,0.08707207233273055
2022-01-04 00:00:00+01:00,571.0,0.0,0.0,4956.0,858.0,182.0,0.0,0.0,0.0,0.0,978.0,799.0,0.0,6094.0,52.0,95.0,9.0,271.0,0.0,11419.0,45.24,0.0,1825.2948,99.89979999999998,1970.4345999999998,0.07496707502663216
2022-01-04 01:00:00+01:00,554.0,0.0,0.0,4171.0,793.0,186.0,0.0,0.0,0.0,0.0,975.0,676.0,0.0,6094.0,52.0,94.0,9.0,268.0,0.0,11744.0,45.24,0.0,1536.1792999999998,102.09539999999998,1683.5146999999997,0.065721217207995
2022-01-04 02:00:00+01:00,570.0,0.0,0.0,4143.0,798.0,186.0,0.0,0.0,0.0,0.0,977.0,750.0,0.0,6094.0,53.0,96.0,9.0,271.0,0.0,11722.0,46.11,0.0,1525.8668999999998,102.09539999999998,1674.0722999999996,0.06521766722505745
2022-01-04 03:00:00+01:00,574.0,0.0,0.0,4224.0,833.0,186.0,0.0,0.0,0.0,0.0,974.0,664.0,0.0,6095.0,50.0,94.0,9.0,266.0,0.0,11456.0,43.5,0.0,1555.6991999999998,102.09539999999998,1701.2945999999997,0.0669142418879056
2022-01-04 04:00:00+01:00,572.0,0.0,0.0,4178.0,807.0,186.0,0.0,0.0,0.0,0.0,965.0,809.0,0.0,6093.0,51.0,93.0,9.0,271.0,0.0,11172.0,44.37,0.0,1538.7573999999997,102.09539999999998,1685.2227999999996,0.06685800206300085
2022-01-04 05:00:00+01:00,578.0,0.0,0.0,4525.0,878.0,186.0,0.0,0.0,0.0,0.0,967.0,812.0,0.0,6093.0,52.0,95.0,9.0,274.0,0.0,11076.0,45.24,0.0,1666.5575,102.09539999999998,1813.8928999999998,0.07100774711293795
2022-01-04 06:00:00+01:00,582.0,0.0,0.0,5206.0,990.0,180.0,0.0,0.0,0.0,0.0,1104.0,1339.0,0.0,6093.0,52.0,95.0,10.0,283.0,0.0,10740.0,45.24,0.0,1917.3697999999997,98.80199999999999,2061.4118,0.0772816900352403
2022-01-04 07:00:00+01:00,579.0,0.0,0.0,5989.0,1096.0,181.0,0.0,0.0,0.0,0.0,1131.0,1729.0,0.0,6094.0,52.0,95.0,13.0,286.0,0.0,10734.0,45.24,0.0,2205.7486999999996,99.3509,2350.3395999999993,0.08400370277708279
2022-01-04 08:00:00+01:00,582.0,0.0,0.0,5894.0,1116.0,187.0,0.0,0.0,0.0,0.0,1206.0,2855.0,0.0,6094.0,52.0,104.0,83.0,286.0,0.0,10838.0,45.24,0.0,2170.7601999999997,102.64429999999999,2318.6444999999994,0.07914272792436083
2022-01-04 09:00:00+01:00,588.0,0.0,0.0,6065.0,1128.0,192.0,0.0,0.0,0.0,0.0,1250.0,3148.0,0.0,6093.0,52.0,104.0,1388.0,287.0,0.0,10561.0,45.24,0.0,2233.7394999999997,105.38879999999999,2384.3682999999996,0.07727405690951515
2022-01-04 10:00:00+01:00,582.0,0.0,0.0,5786.0,1125.0,195.0,0.0,0.0,0.0,0.0,1278.0,2748.0,0.0,6086.0,57.0,104.0,3789.0,281.0,0.0,9919.0,49.589999999999996,0.0,2130.9838,107.03549999999998,2287.6093,0.07159966510172144
2022-01-04 11:00:00+01:00,578.0,0.0,0.0,5669.0,1130.0,195.0,0.0,0.0,0.0,0.0,1266.0,2814.0,0.0,6082.0,52.0,102.0,4623.0,272.0,0.0,10126.0,45.24,0.0,2087.8927,107.03549999999998,2240.1681999999996,0.06807159743535202
2022-01-04 12:00:00+01:00,567.0,0.0,0.0,6176.0,1130.0,195.0,0.0,0.0,0.0,0.0,1260.0,2827.0,0.0,6088.0,53.0,106.0,4475.0,274.0,0.0,10800.0,46.11,0.0,2274.6207999999997,107.03549999999998,2427.7663,0.07150794674678213
2022-01-04 13:00:00+01:00,567.0,0.0,0.0,6001.0,1130.0,194.0,0.0,0.0,0.0,0.0,1238.0,2287.0,0.0,6090.0,56.0,103.0,4093.0,288.0,0.0,11826.0,48.72,0.0,2210.1683,106.4866,2365.3749,0.06983068815871048
2022-01-04 14:00:00+01:00,568.0,0.0,0.0,4892.0,1112.0,194.0,0.0,0.0,0.0,0.0,1205.0,2102.0,0.0,6090.0,59.0,106.0,3683.0,289.0,0.0,13076.0,51.33,0.0,1801.7235999999998,106.4866,1959.5401999999997,0.058711055848513896
2022-01-04 15:00:00+01:00,565.0,0.0,0.0,4618.0,1091.0,194.0,0.0,0.0,0.0,0.0,1197.0,1870.0,0.0,6090.0,52.0,107.0,2986.0,287.0,0.0,13633.0,45.24,0.0,1700.8093999999999,106.4866,1852.5359999999998,0.05666980728051391
2022-01-04 16:00:00+01:00,567.0,0.0,0.0,4525.0,1113.0,195.0,0.0,0.0,0.0,0.0,1212.0,2515.0,0.0,6088.0,51.0,106.0,1860.0,293.0,0.0,13623.0,44.37,0.0,1666.5575,107.03549999999998,1817.9629999999997,0.056549800920741564
2022-01-04 17:00:00+01:00,561.0,0.0,0.0,4763.0,1119.0,200.0,0.0,0.0,0.0,0.0,1271.0,3722.0,0.0,6088.0,52.0,101.0,594.0,295.0,0.0,12963.0,45.24,0.0,1754.2128999999998,109.77999999999999,1909.2328999999997,0.06017311922846606
2022-01-04 18:00:00+01:00,551.0,0.0,0.0,5042.0,1096.0,201.0,0.0,0.0,0.0,0.0,1318.0,3441.0,0.0,6088.0,52.0,102.0,23.0,301.0,0.0,13254.0,45.24,0.0,1856.9685999999997,110.32889999999999,2012.5374999999997,0.06395301725507642
2022-01-04 19:00:00+01:00,565.0,0.0,0.0,5092.0,1095.0,202.0,0.0,0.0,0.0,0.0,1349.0,2989.0,0.0,6089.0,51.0,104.0,14.0,305.0,0.0,13992.0,44.37,0.0,1875.3836,110.8778,2030.6313999999998,0.06376209376079378
2022-01-04 20:00:00+01:00,585.0,0.0,0.0,5110.0,1100.0,202.0,0.0,0.0,0.0,0.0,1260.0,2469.0,0.0,6090.0,52.0,105.0,14.0,303.0,0.0,15214.0,45.24,0.0,1882.0129999999997,110.8778,2038.1307999999997,0.06270399950775288
2022-01-04 21:00:00+01:00,583.0,0.0,0.0,4540.0,1040.0,202.0,0.0,0.0,0.0,0.0,1310.0,2742.0,0.0,6091.0,52.0,105.0,14.0,308.0,0.0,15291.0,45.24,0.0,1672.0819999999999,110.8778,1828.1997999999999,0.056639190780097895
2022-01-04 22:00:00+01:00,573.0,0.0,0.0,4374.0,978.0,199.0,0.0,0.0,0.0,0.0,1233.0,2493.0,0.0,6093.0,52.0,103.0,13.0,307.0,0.0,15377.0,45.24,0.0,1610.9442,109.23109999999998,1765.4153,0.05552493473816637
2022-01-04 23:00:00+01:00,565.0,0.0,0.0,3970.0,926.0,201.0,0.0,0.0,0.0,0.0,1193.0,1586.0,0.0,6092.0,52.0,100.0,13.0,301.0,0.0,15276.0,45.24,0.0,1462.1509999999998,110.32889999999999,1617.7198999999998,0.053434183319570595
